episode,reward,avg_loss,epsilon,success,steps
728,16.500,22.39465,0.050,0,50
729,35.500,21.20098,0.050,0,50
730,29.500,22.74763,0.050,0,50
731,35.500,24.29471,0.050,0,50
732,55.000,26.13097,0.050,1,10
733,55.300,30.16841,0.050,1,7
734,40.500,23.37513,0.050,0,50
735,21.000,20.14236,0.050,0,50
736,56.500,20.71254,0.050,1,25
737,71.400,22.01494,0.050,1,36
738,31.500,20.73079,0.050,0,50
739,53.800,23.36607,0.050,1,7
740,56.600,34.55213,0.050,1,14
741,81.500,26.53486,0.050,1,50
742,54.300,13.75137,0.050,1,7
743,54.400,15.49804,0.050,1,11
744,18.000,22.43634,0.050,0,50
745,84.800,20.87517,0.050,1,47
746,56.900,25.91130,0.050,1,11
747,68.700,22.48370,0.050,1,33
748,24.000,23.35135,0.050,0,50
749,29.000,21.65126,0.050,0,50
750,79.200,26.54169,0.050,1,43
751,88.100,25.82190,0.050,1,44
752,32.500,20.35845,0.050,0,50
753,57.200,19.87161,0.050,1,8
754,34.000,25.18350,0.050,0,50
755,14.000,22.24658,0.050,0,50
756,65.800,16.67669,0.050,1,22
757,54.300,22.82161,0.050,1,7
758,57.900,24.78204,0.050,1,11
759,72.100,27.01177,0.050,1,29
760,33.000,25.00922,0.050,0,50
761,52.000,28.54737,0.050,1,5
762,52.300,31.51624,0.050,1,7
763,28.000,23.73542,0.050,0,50
764,56.500,35.00179,0.050,1,10
765,52.000,27.16071,0.050,1,5
766,38.000,22.08095,0.050,0,50
767,54.000,29.31750,0.050,1,5
768,53.900,29.79640,0.050,1,6
769,52.700,21.86729,0.050,1,8
770,52.300,6.65510,0.050,1,2
771,65.700,21.37412,0.050,1,23
772,55.000,16.89624,0.050,1,5
773,53.400,24.70879,0.050,1,6
774,38.000,25.26372,0.050,0,50
775,37.000,25.61999,0.050,0,50
776,33.000,25.70946,0.050,0,50
777,54.900,25.98012,0.050,1,16
778,64.400,22.89389,0.050,1,21
779,53.500,21.32194,0.050,1,5
780,56.200,22.08679,0.050,1,8
781,53.500,15.73053,0.050,1,5
782,18.500,21.25336,0.050,0,50
783,63.500,25.43395,0.050,1,25
784,53.500,23.44638,0.050,1,5
785,68.000,25.53633,0.050,1,30
786,63.500,26.69115,0.050,1,30
787,24.000,24.42765,0.050,0,50
788,57.200,20.75339,0.050,1,8
789,51.800,38.15352,0.050,1,2
790,54.600,19.96044,0.050,1,9
791,63.300,18.99457,0.050,1,27
792,57.400,20.75243,0.050,1,11
793,62.300,16.31166,0.050,1,17
794,72.900,24.66229,0.050,1,31
795,65.000,26.05031,0.050,1,35
796,59.400,25.10365,0.050,1,11
797,61.300,24.72373,0.050,1,17
798,36.500,22.30545,0.050,0,50
799,57.500,17.72986,0.050,1,10
800,34.500,25.87149,0.050,0,50
801,54.000,22.83531,0.050,1,5
802,70.900,21.54096,0.050,1,36
803,65.700,25.45756,0.050,1,28
804,38.000,22.34169,0.050,0,50
805,55.500,22.40714,0.050,1,10
806,52.700,11.72916,0.050,1,3
807,21.500,24.28857,0.050,0,50
808,69.200,27.54199,0.050,1,33
809,51.500,22.17227,0.050,1,5
810,58.400,25.75042,0.050,1,11
811,33.000,21.65086,0.050,0,50
812,65.300,23.17789,0.050,1,17
813,56.700,24.42038,0.050,1,13
814,57.700,18.39417,0.050,1,13
815,52.600,22.37428,0.050,1,4
816,53.100,12.85782,0.050,1,4
817,57.800,24.73795,0.050,1,12
818,60.900,23.99967,0.050,1,16
819,25.000,22.53922,0.050,0,50
820,54.800,15.53001,0.050,1,12
821,56.900,26.81997,0.050,1,11
822,54.200,22.11304,0.050,1,8
823,29.500,23.65996,0.050,0,50
824,63.100,25.40950,0.050,1,19
825,53.200,26.10853,0.050,1,3
826,52.100,12.77453,0.050,1,4
827,57.300,24.36493,0.050,1,17
828,55.300,19.16137,0.050,1,12
829,55.200,25.78969,0.050,1,8
830,63.500,22.58538,0.050,1,25
831,55.900,14.42006,0.050,1,11
832,69.700,24.81989,0.050,1,28
833,53.000,25.93496,0.050,1,5
834,68.300,27.40274,0.050,1,42
835,55.200,32.90130,0.050,1,38
836,30.500,25.42744,0.050,0,50
837,52.200,16.10417,0.050,1,8
838,71.600,26.49567,0.050,1,34
839,57.000,22.29986,0.050,1,10
840,54.400,46.16718,0.050,1,6
841,60.900,32.36164,0.050,1,16
842,26.500,28.44217,0.050,0,50
843,66.400,26.40820,0.050,1,31
844,54.000,21.33128,0.050,1,5
845,26.000,21.80645,0.050,0,50
846,62.900,21.60838,0.050,1,21
847,57.700,33.95509,0.050,1,13
848,53.400,10.52002,0.050,1,6
849,59.900,24.31445,0.050,1,11
850,29.000,28.94503,0.050,0,50
851,61.200,23.23005,0.050,1,18
852,75.100,24.99380,0.050,1,34
853,52.400,12.81543,0.050,1,6
854,54.000,19.09306,0.050,1,5
855,12.500,23.98747,0.050,0,50
856,55.600,28.69185,0.050,1,9
857,52.000,16.53873,0.050,1,5
858,21.500,29.91327,0.050,0,50
859,75.800,25.98517,0.050,1,37
860,53.100,16.24013,0.050,1,4
861,37.000,25.48427,0.050,0,50
862,55.500,28.69053,0.050,1,10
863,53.700,24.47359,0.050,1,8
864,57.400,26.86792,0.050,1,11
865,32.000,24.58496,0.050,0,50
866,59.400,28.34998,0.050,1,11
867,54.400,30.82827,0.050,1,6
868,34.000,28.76874,0.050,0,50
869,58.000,20.36992,0.050,1,15
870,9.500,26.47656,0.050,0,50
871,56.200,27.83800,0.050,1,13
872,63.100,21.65827,0.050,1,34
873,53.000,25.59242,0.050,1,5
874,58.000,29.68374,0.050,1,25
875,72.100,22.02615,0.050,1,39
876,81.900,25.74998,0.050,1,41
877,36.500,20.74949,0.050,0,50
878,52.600,21.80838,0.050,1,4
879,27.500,21.20726,0.050,0,50
880,54.100,25.83491,0.050,1,9
881,52.500,25.02214,0.050,1,5
882,54.100,23.15936,0.050,1,9
883,58.900,20.91812,0.050,1,16
884,56.500,21.83721,0.050,1,10
885,52.500,23.47868,0.050,1,5
886,34.500,25.06599,0.050,0,50
887,65.500,28.19337,0.050,1,20
888,55.800,28.29423,0.050,1,12
889,59.900,25.95638,0.050,1,16
890,30.500,23.65773,0.050,0,50
891,54.500,31.04712,0.050,1,10
892,68.100,21.69845,0.050,1,24
893,64.400,23.92635,0.050,1,21
894,54.700,43.84717,0.050,1,8
895,71.300,19.70243,0.050,1,32
896,37.000,26.70235,0.050,0,50
897,75.700,22.70274,0.050,1,38
898,52.000,26.48286,0.050,1,5
899,51.700,21.16517,0.050,1,3
900,53.100,19.26145,0.050,1,4
901,76.500,29.48622,0.050,1,40
902,57.100,38.21548,0.050,1,9
903,67.700,23.44488,0.050,1,23
904,24.000,30.04422,0.050,0,50
905,37.000,24.20820,0.050,0,50
906,56.100,21.94968,0.050,1,9
907,60.600,28.25204,0.050,1,14
908,80.600,23.39439,0.050,1,44
909,59.900,28.26253,0.050,1,36
910,56.500,26.32415,0.050,1,10
911,54.400,39.08010,0.050,1,6
912,55.900,19.58546,0.050,1,11
913,60.000,21.45453,0.050,1,25
914,52.800,30.44600,0.050,1,7
915,20.000,26.14075,0.050,0,50
916,34.500,25.42262,0.050,0,50
917,56.700,23.66284,0.050,1,13
918,52.600,18.72507,0.050,1,4
919,76.400,20.86343,0.050,1,46
920,34.000,23.81270,0.050,0,50
921,53.000,31.24164,0.050,1,5
922,54.400,20.52312,0.050,1,6
923,52.700,34.65058,0.050,1,3
924,53.800,37.84212,0.050,1,7
925,52.200,31.47951,0.050,1,3
926,57.100,25.44308,0.050,1,14
927,29.000,25.67405,0.050,0,50
928,28.500,24.40537,0.050,0,50
929,62.500,23.27410,0.050,1,20
930,52.000,22.00828,0.050,1,5
931,53.600,24.87567,0.050,1,4
932,60.200,24.58234,0.050,1,18
933,53.000,26.78226,0.050,1,10
934,20.000,28.60421,0.050,0,50
935,54.800,29.11830,0.050,1,7
936,59.100,30.08078,0.050,1,14
937,42.500,25.84892,0.050,0,50
938,56.100,28.68880,0.050,1,9
939,54.700,32.25360,0.050,1,8
940,56.600,28.61909,0.050,1,9
941,56.800,27.86298,0.050,1,12
942,59.700,23.89324,0.050,1,18
943,16.500,28.32474,0.050,0,50
944,64.500,24.37484,0.050,1,20
945,28.000,22.72588,0.050,0,50
946,53.800,31.58371,0.050,1,7
947,53.500,22.77420,0.050,1,5
948,14.000,24.03196,0.050,0,50
949,53.400,21.13142,0.050,1,6
950,27.000,27.19375,0.050,0,50
951,53.000,25.35322,0.050,1,5
952,19.000,27.65489,0.050,0,50
953,53.100,24.29987,0.050,1,4
954,8.000,27.27883,0.050,0,50
955,54.300,22.80921,0.050,1,7
956,35.000,24.35440,0.050,0,50
957,52.200,19.19417,0.050,1,3
958,51.200,30.50451,0.050,1,3
959,55.800,16.33747,0.050,1,7
960,54.000,20.24984,0.050,1,5
961,71.800,24.42051,0.050,1,47
962,53.700,20.03822,0.050,1,8
963,25.500,24.02140,0.050,0,50
964,58.800,33.01628,0.050,1,12
965,52.500,21.63370,0.050,1,5
966,21.000,22.23955,0.050,0,50
967,53.100,28.51268,0.050,1,4
968,54.300,22.27118,0.050,1,7
969,48.300,24.74997,0.050,1,22
970,52.500,21.46963,0.050,1,5
971,52.200,25.94885,0.050,1,3
972,55.700,22.16824,0.050,1,8
973,52.600,27.79360,0.050,1,9
974,53.200,12.95007,0.050,1,8
975,55.600,23.93482,0.050,1,9
976,56.000,18.92267,0.050,1,15
977,63.400,26.52554,0.050,1,26
978,67.000,27.40206,0.050,1,50
979,71.500,27.29256,0.050,1,30
980,67.800,24.07190,0.050,1,27
981,54.100,18.88527,0.050,1,9
982,59.900,35.71992,0.050,1,16
983,72.400,23.22572,0.050,1,31
984,52.100,23.57196,0.050,1,4
985,54.000,23.93814,0.050,1,10
986,64.300,26.23458,0.050,1,37
987,65.900,24.37860,0.050,1,26
988,59.400,31.97993,0.050,1,16
989,30.500,26.41717,0.050,0,50
990,57.500,21.34828,0.050,1,10
991,54.900,18.82551,0.050,1,6
992,42.000,23.72030,0.050,0,50
993,61.900,29.21206,0.050,1,16
994,79.700,28.42851,0.050,1,48
995,53.200,30.44848,0.050,1,8
996,60.800,25.99877,0.050,1,22
997,56.300,32.82271,0.050,1,12
998,27.000,22.70159,0.050,0,50
999,53.300,29.81393,0.050,1,7
1000,60.300,23.37187,0.050,1,27
1001,18.500,26.27951,0.050,0,50
1002,55.100,16.81281,0.050,1,9
1003,54.400,25.80508,0.050,1,6
1004,52.600,24.96171,0.050,1,4
1005,90.000,28.42064,0.050,1,50
1006,29.500,27.14155,0.050,0,50
1007,52.200,27.16523,0.050,1,3
1008,75.500,25.48563,0.050,1,30
1009,51.700,33.95952,0.050,1,3
1010,68.100,20.24180,0.050,1,24
1011,85.200,28.73653,0.050,1,43
1012,53.800,32.43454,0.050,1,7
1013,57.800,25.16889,0.050,1,12
1014,40.500,25.94393,0.050,0,50
1015,56.700,32.48720,0.050,1,13
1016,20.500,24.61920,0.050,0,50
1017,2.000,21.33544,0.050,0,50
1018,58.000,31.30908,0.050,1,15
1019,56.100,29.95365,0.050,1,9
1020,20.500,22.01712,0.050,0,50
1021,64.400,23.73323,0.050,1,21
1022,28.000,27.12659,0.050,0,50
1023,23.000,23.54914,0.050,0,50
1024,24.500,24.90330,0.050,0,50
1025,79.900,29.01556,0.050,1,36
1026,56.600,28.42599,0.050,1,9
1027,53.700,28.96657,0.050,1,8
1028,13.000,26.39204,0.050,0,50
1029,57.400,17.10897,0.050,1,11
1030,63.700,27.88633,0.050,1,23
1031,31.000,23.76696,0.050,0,50
1032,27.000,26.40071,0.050,0,50
1033,58.000,30.34025,0.050,1,15
1034,53.400,25.96707,0.050,1,6
1035,81.300,23.55318,0.050,1,37
1036,81.200,19.65095,0.050,1,43
1037,53.800,18.29845,0.050,1,7
1038,58.500,27.55048,0.050,1,15
1039,55.700,36.60781,0.050,1,8
1040,55.800,28.01127,0.050,1,17
1041,66.700,21.02870,0.050,1,38
1042,23.000,22.53646,0.050,0,50
1043,30.500,27.45773,0.050,0,50
1044,71.000,22.59076,0.050,1,30
1045,53.600,23.59215,0.050,1,9
1046,55.700,26.14589,0.050,1,8
1047,55.000,30.45824,0.050,1,15
1048,19.000,25.11298,0.050,0,50
1049,52.700,27.24907,0.050,1,8
1050,10.500,25.49077,0.050,0,50
1051,68.800,18.87257,0.050,1,32
1052,59.000,20.65301,0.050,1,15
1053,27.500,26.99284,0.050,0,50
1054,58.500,21.26618,0.050,1,10
1055,60.100,20.14670,0.050,1,19
1056,38.500,22.57143,0.050,0,50
1057,54.000,32.03072,0.050,1,5
1058,59.100,20.48089,0.050,1,19
1059,54.100,24.64184,0.050,1,9
1060,64.600,29.77464,0.050,1,19
1061,65.100,17.53690,0.050,1,24
1062,69.400,23.80831,0.050,1,41
1063,25.500,23.06434,0.050,0,50
1064,54.300,23.83468,0.050,1,7
1065,1.000,23.99599,0.050,0,50
1066,54.200,22.54670,0.050,1,8
1067,55.500,23.80360,0.050,1,10
1068,56.200,22.35083,0.050,1,8
1069,54.100,30.35696,0.050,1,9
1070,54.800,23.03827,0.050,1,12
1071,26.000,20.51057,0.050,0,50
1072,63.800,19.45551,0.050,1,22
1073,52.500,24.69014,0.050,1,5
1074,60.700,16.90481,0.050,1,18
1075,65.700,20.48617,0.050,1,23
1076,40.000,26.17833,0.050,0,50
1077,56.100,28.06472,0.050,1,9
1078,60.600,23.50464,0.050,1,34
1079,53.900,24.90507,0.050,1,11
1080,78.600,23.24313,0.050,1,44
1081,53.100,20.25705,0.050,1,4
1082,76.500,21.70558,0.050,1,45
1083,54.500,25.23981,0.050,1,5
1084,55.800,21.10305,0.050,1,7
1085,56.300,25.57499,0.050,1,7
1086,53.600,20.46789,0.050,1,4
1087,22.500,27.30127,0.050,0,50
1088,52.700,20.11517,0.050,1,3
1089,10.500,23.61426,0.050,0,50
1090,55.400,22.86561,0.050,1,11
1091,56.900,20.35867,0.050,1,11
1092,17.500,25.86390,0.050,0,50
1093,75.200,23.17382,0.050,1,38
1094,53.200,32.70255,0.050,1,3
1095,66.400,27.95178,0.050,1,21
1096,28.500,25.10627,0.050,0,50
1097,51.500,26.51997,0.050,1,5
1098,51.400,24.12165,0.050,1,36
1099,55.600,19.84386,0.050,1,19
1100,55.000,17.73981,0.050,1,10
1101,59.100,22.65841,0.050,1,19
1102,59.000,17.37535,0.050,1,20
1103,52.600,23.00112,0.050,1,4
1104,57.800,30.17127,0.050,1,12
1105,54.400,24.47001,0.050,1,16
1106,55.400,21.71253,0.050,1,11
1107,53.100,18.32312,0.050,1,4
1108,62.200,25.53623,0.050,1,23
1109,53.500,23.62578,0.050,1,20
1110,58.200,14.92837,0.050,1,13
1111,54.400,19.20017,0.050,1,6
1112,32.500,26.04169,0.050,0,50
1113,37.500,24.67003,0.050,0,50
1114,59.900,27.22161,0.050,1,11
1115,9.500,22.65348,0.050,0,50
1116,54.500,25.93695,0.050,1,10
1117,6.500,23.67061,0.050,0,50
1118,52.200,29.58324,0.050,1,8
1119,30.000,23.76433,0.050,0,50
1120,34.500,21.94406,0.050,0,50
1121,53.500,17.51926,0.050,1,5
1122,57.400,15.68641,0.050,1,11
1123,55.100,34.08337,0.050,1,9
1124,53.600,16.14458,0.050,1,4
1125,58.400,17.79020,0.050,1,11
1126,55.400,25.87396,0.050,1,21
1127,14.000,23.68794,0.050,0,50
1128,54.600,24.75865,0.050,1,9
1129,55.200,27.16915,0.050,1,8
1130,11.000,21.86695,0.050,0,50
1131,54.900,23.13221,0.050,1,11
1132,54.400,28.60612,0.050,1,6
1133,67.400,20.37151,0.050,1,26
1134,52.600,23.73233,0.050,1,4
1135,52.500,10.41026,0.050,1,5
1136,72.600,23.21289,0.050,1,44
1137,54.000,23.96200,0.050,1,10
1138,53.000,24.30895,0.050,1,5
1139,56.000,26.58976,0.050,1,10
1140,53.400,24.91153,0.050,1,6
1141,55.200,32.93780,0.050,1,8
1142,52.200,20.25163,0.050,1,3
1143,56.100,24.08865,0.050,1,19
1144,36.500,24.40119,0.050,0,50
1145,60.900,22.95728,0.050,1,21
1146,53.500,32.49915,0.050,1,5
1147,55.300,24.72487,0.050,1,12
1148,57.800,24.86137,0.050,1,37
1149,55.600,20.18070,0.050,1,9
1150,58.600,25.54366,0.050,1,19
1151,56.600,21.53365,0.050,1,14
1152,62.600,18.43820,0.050,1,14
1153,57.500,23.34750,0.050,1,15
1154,63.000,23.54561,0.050,1,30
1155,65.800,22.64714,0.050,1,32
1156,54.400,27.75607,0.050,1,6
1157,55.000,24.18390,0.050,1,10
1158,54.800,28.16152,0.050,1,17
1159,55.300,27.60389,0.050,1,7
1160,54.900,24.76013,0.050,1,6
1161,-21.000,21.38118,0.050,0,50
1162,71.300,19.27424,0.050,1,32
1163,90.500,23.13730,0.050,1,50
1164,70.800,22.48774,0.050,1,27
1165,58.300,27.20702,0.050,1,12
1166,52.100,15.50190,0.050,1,4
1167,62.500,22.71099,0.050,1,15
1168,52.900,22.68172,0.050,1,6
1169,38.500,23.06093,0.050,0,50
1170,53.600,25.40095,0.050,1,4
1171,54.300,29.45577,0.050,1,7
1172,40.000,23.73023,0.050,0,50
1173,53.600,26.05044,0.050,1,4
1174,52.700,26.12910,0.050,1,8
1175,53.700,14.32881,0.050,1,8
1176,61.900,17.68399,0.050,1,21
1177,23.000,24.10199,0.050,0,50
1178,58.500,24.62393,0.050,1,15
1179,63.400,22.37380,0.050,1,31
1180,58.600,21.73190,0.050,1,14
1181,55.500,23.88382,0.050,1,15
1182,35.500,22.34014,0.050,0,50
1183,56.600,26.25119,0.050,1,19
1184,21.000,24.17325,0.050,0,50
1185,54.400,24.04830,0.050,1,11
1186,57.700,19.25513,0.050,1,8
1187,38.000,23.11380,0.050,0,50
1188,56.700,24.78707,0.050,1,13
1189,50.700,27.89050,0.050,1,33
1190,35.000,21.50099,0.050,0,50
1191,12.500,24.14586,0.050,0,50
1192,52.500,17.55882,0.050,1,5
1193,56.000,23.21785,0.050,1,10
1194,30.500,24.94077,0.050,0,50
1195,53.600,26.29521,0.050,1,4
1196,30.500,21.87328,0.050,0,50
1197,57.500,22.86652,0.050,1,15
1198,48.300,20.06252,0.050,1,32
1199,53.300,24.87676,0.050,1,7
1200,58.100,22.83239,0.050,1,19
1201,54.700,23.76567,0.050,1,8
1202,38.500,25.21208,0.050,0,50
1203,52.100,24.53533,0.050,1,4
1204,65.100,23.61395,0.050,1,24
1205,69.700,23.99075,0.050,1,43
1206,51.200,16.51840,0.050,1,3
1207,54.300,20.32934,0.050,1,12
1208,56.000,28.42915,0.050,1,10
1209,53.100,26.28255,0.050,1,4
1210,51.800,29.89451,0.050,1,7
1211,36.500,23.39805,0.050,0,50
1212,24.000,23.83665,0.050,0,50
1213,53.000,17.32498,0.050,1,5
1214,86.600,24.82738,0.050,1,44
1215,88.500,23.16967,0.050,1,50
1216,74.900,22.10112,0.050,1,36
1217,21.000,24.25404,0.050,0,50
1218,75.700,25.24127,0.050,1,38
1219,56.000,21.07393,0.050,1,10
1220,53.700,25.56612,0.050,1,8
1221,55.100,21.92363,0.050,1,14
1222,61.500,21.22545,0.050,1,35
1223,55.300,19.11748,0.050,1,7
1224,36.500,22.56501,0.050,0,50
1225,56.500,31.71901,0.050,1,10
1226,56.400,23.52483,0.050,1,11
1227,55.300,22.96634,0.050,1,12
1228,53.300,17.03325,0.050,1,12
1229,61.300,24.60401,0.050,1,27
1230,53.700,29.25469,0.050,1,23
1231,52.700,27.62103,0.050,1,3
1232,0.500,22.76383,0.050,0,50
1233,52.100,16.71580,0.050,1,4
1234,22.500,24.91749,0.050,0,50
1235,60.800,23.73330,0.050,1,27
1236,52.100,24.08227,0.050,1,9
1237,62.300,22.04820,0.050,1,17
1238,53.000,26.36212,0.050,1,5
1239,5.500,21.80236,0.050,0,50
1240,58.200,20.40949,0.050,1,23
1241,54.000,25.67170,0.050,1,10
1242,57.500,27.54876,0.050,1,15
1243,36.500,23.99670,0.050,0,50
1244,64.100,23.54436,0.050,1,19
1245,53.300,26.70797,0.050,1,7
1246,54.400,29.62535,0.050,1,11
1247,57.700,29.14412,0.050,1,18
1248,5.500,22.20037,0.050,0,50
1249,51.700,29.42154,0.050,1,8
1250,53.000,25.44707,0.050,1,5
1251,21.000,24.90440,0.050,0,50
1252,54.500,21.70065,0.050,1,5
1253,63.900,26.52029,0.050,1,21
1254,56.800,22.81040,0.050,1,12
1255,60.700,26.11553,0.050,1,18
1256,53.800,26.08009,0.050,1,7
1257,53.500,31.19484,0.050,1,5
1258,60.100,28.82217,0.050,1,19
1259,59.700,26.83164,0.050,1,13
1260,53.200,30.98475,0.050,1,8
1261,40.500,24.64635,0.050,0,50
1262,18.000,21.72288,0.050,0,50
1263,52.500,19.36717,0.050,1,5
1264,53.100,19.26853,0.050,1,4
1265,13.500,24.01021,0.050,0,50
1266,56.500,21.24566,0.050,1,15
1267,57.600,26.37741,0.050,1,19
1268,56.300,23.56625,0.050,1,27
1269,55.200,25.78447,0.050,1,8
1270,24.000,24.43862,0.050,0,50
1271,57.900,26.01041,0.050,1,11
1272,55.000,31.39875,0.050,1,10
1273,52.800,23.62479,0.050,1,7
1274,54.500,27.77828,0.050,1,5
1275,52.300,25.04414,0.050,1,7
1276,57.000,25.00548,0.050,1,45
1277,60.900,25.74352,0.050,1,36
1278,56.100,27.15664,0.050,1,24
1279,65.700,21.87885,0.050,1,28
1280,19.500,23.95127,0.050,0,50
1281,54.400,23.32681,0.050,1,6
1282,54.800,27.36745,0.050,1,7
1283,54.200,22.37691,0.050,1,8
1284,56.100,22.03224,0.050,1,14
1285,60.600,25.81380,0.050,1,19
1286,39.500,23.20112,0.050,0,50
1287,52.900,25.17811,0.050,1,6
1288,57.400,19.42932,0.050,1,11
1289,20.500,23.03863,0.050,0,50
1290,52.500,19.97455,0.050,1,5
1291,57.900,26.39125,0.050,1,11
1292,52.100,30.08921,0.050,1,4
1293,58.300,31.51716,0.050,1,12
1294,56.900,24.58285,0.050,1,11
1295,58.100,21.23688,0.050,1,14
1296,58.800,22.84438,0.050,1,47
1297,57.500,23.39017,0.050,1,20
1298,55.300,25.89395,0.050,1,12
1299,51.500,23.96413,0.050,1,5
1300,59.000,21.88214,0.050,1,15
1301,62.400,27.52488,0.050,1,31
1302,51.900,21.81992,0.050,1,6
1303,65.400,24.91711,0.050,1,36
1304,61.700,22.35839,0.050,1,23
1305,62.200,25.84101,0.050,1,18
1306,56.400,26.80581,0.050,1,11
1307,67.300,24.18175,0.050,1,32
1308,55.300,23.55892,0.050,1,7
1309,51.500,23.16215,0.050,1,5
1310,37.500,22.09501,0.050,0,50
1311,53.300,21.78339,0.050,1,7
1312,54.500,15.08068,0.050,1,10
1313,53.500,17.66721,0.050,1,5
1314,53.600,21.71829,0.050,1,4
1315,58.000,27.04231,0.050,1,15
1316,76.200,20.88777,0.050,1,33
1317,65.500,22.05096,0.050,1,20
1318,54.600,18.02051,0.050,1,9
1319,54.700,26.95963,0.050,1,8
1320,52.500,27.24603,0.050,1,10
1321,54.700,20.46572,0.050,1,8
1322,54.800,24.86721,0.050,1,7
1323,37.000,25.03070,0.050,0,50
1324,54.800,29.10228,0.050,1,7
1325,62.300,24.58671,0.050,1,22
1326,84.600,30.38653,0.050,1,49
1327,62.700,23.91963,0.050,1,28
1328,53.400,26.56473,0.050,1,16
1329,57.900,23.34239,0.050,1,11
1330,43.000,20.42005,0.050,0,50
1331,10.500,25.71071,0.050,0,50
1332,52.500,23.64898,0.050,1,10
1333,54.900,27.31089,0.050,1,6
1334,52.500,19.47718,0.050,1,5
1335,21.500,28.33217,0.050,0,50
1336,56.600,24.23519,0.050,1,9
1337,53.200,28.17816,0.050,1,3
1338,54.100,22.89336,0.050,1,9
1339,54.100,23.62724,0.050,1,19
1340,53.500,28.67306,0.050,1,5
1341,54.200,22.89183,0.050,1,8
1342,64.500,24.26672,0.050,1,25
1343,55.700,26.90646,0.050,1,8
1344,53.500,19.17441,0.050,1,5
1345,59.100,24.04959,0.050,1,14
1346,53.400,22.75730,0.050,1,6
1347,51.800,25.46065,0.050,1,7
1348,52.600,23.69211,0.050,1,4
1349,56.100,19.38011,0.050,1,9
1350,56.400,24.56329,0.050,1,11
1351,69.100,24.71804,0.050,1,49
1352,64.600,24.52062,0.050,1,24
1353,52.000,18.15814,0.050,1,5
1354,52.800,28.77784,0.050,1,7
1355,65.800,28.76447,0.050,1,32
1356,51.400,29.58058,0.050,1,6
1357,55.500,24.03149,0.050,1,10
1358,34.000,28.09987,0.050,0,50
1359,53.400,24.27864,0.050,1,6
1360,54.300,25.30033,0.050,1,7
1361,17.000,23.31895,0.050,0,50
1362,61.100,23.68601,0.050,1,19
1363,58.200,25.15522,0.050,1,13
1364,54.700,20.85524,0.050,1,8
1365,73.400,29.70506,0.050,1,41
1366,53.000,24.67450,0.050,1,5
1367,55.700,30.45520,0.050,1,8
1368,56.900,25.82342,0.050,1,16
1369,51.700,29.87129,0.050,1,3
1370,52.200,21.84455,0.050,1,3
1371,57.500,23.31852,0.050,1,20
1372,54.100,20.20267,0.050,1,4
1373,51.800,19.53589,0.050,1,12
1374,56.400,33.10810,0.050,1,11
1375,52.800,25.92159,0.050,1,7
1376,12.500,23.96910,0.050,0,50
1377,61.800,23.17723,0.050,1,27
1378,56.100,25.03292,0.050,1,14
1379,62.700,23.95953,0.050,1,23
1380,56.500,32.93445,0.050,1,10
1381,54.700,24.09052,0.050,1,8
1382,54.800,24.48453,0.050,1,7
1383,56.900,27.93216,0.050,1,16
1384,55.000,21.02000,0.050,1,10
1385,57.800,22.20565,0.050,1,12
1386,29.500,24.40671,0.050,0,50
1387,26.500,24.53448,0.050,0,50
1388,53.400,26.54826,0.050,1,6
1389,60.100,23.37397,0.050,1,19
1390,53.000,34.01339,0.050,1,5
1391,57.500,22.81766,0.050,1,15
1392,53.500,21.91067,0.050,1,5
1393,26.000,24.34881,0.050,0,50
1394,53.300,21.86826,0.050,1,7
1395,57.500,24.28753,0.050,1,10
1396,53.500,21.20910,0.050,1,5
1397,51.600,23.98874,0.050,1,4
1398,57.800,29.19962,0.050,1,12
1399,55.900,24.78486,0.050,1,21
1400,53.900,22.93418,0.050,1,11
1401,56.500,20.22563,0.050,1,10
1402,58.900,26.39203,0.050,1,16
1403,75.800,27.50540,0.050,1,42
1404,65.200,25.34061,0.050,1,43
1405,54.800,19.35459,0.050,1,7
1406,1.000,25.75179,0.050,0,50
1407,14.500,24.27135,0.050,0,50
1408,32.500,22.33650,0.050,0,50
1409,32.500,23.94258,0.050,0,50
1410,53.200,21.78609,0.050,1,8
1411,56.100,23.56904,0.050,1,9
1412,52.900,18.46635,0.050,1,6
1413,51.300,39.25738,0.050,1,2
1414,54.000,17.91768,0.050,1,5
1415,52.000,23.13311,0.050,1,5
1416,0.500,26.84850,0.050,0,50
1417,52.700,20.16167,0.050,1,3
1418,51.600,30.34058,0.050,1,4
1419,58.200,18.98169,0.050,1,13
1420,58.900,20.13534,0.050,1,11
1421,55.800,22.34963,0.050,1,7
1422,55.500,26.43115,0.050,1,10
1423,7.500,24.99011,0.050,0,50
1424,65.700,21.94308,0.050,1,28
1425,54.900,19.74859,0.050,1,6
1426,53.500,15.49328,0.050,1,5
1427,54.600,16.24103,0.050,1,9
1428,56.100,19.36619,0.050,1,9
1429,53.700,19.80186,0.050,1,8
1430,51.800,35.22145,0.050,1,7
1431,57.900,24.92065,0.050,1,11
1432,53.000,25.10348,0.050,1,10
1433,55.100,18.18561,0.050,1,9
1434,17.500,23.73086,0.050,0,50
1435,66.900,23.56657,0.050,1,46
1436,57.900,27.04878,0.050,1,11
1437,53.100,28.97620,0.050,1,4
1438,20.000,21.98597,0.050,0,50
1439,53.200,33.55853,0.050,1,8
